canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
CC(C)c1ccc(S2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc32)cc1,CHEMBL1917098,nM,730.0,uM,0.73
CC(C)(C)c1ccc(S2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc32)cc1,CHEMBL1917099,nM,270.0,uM,0.27
COc1ccc(S2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc32)cc1,CHEMBL1917100,nM,880.0,uM,0.88
O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(-c2ccccc2)cc1,CHEMBL1917102,nM,500.0,uM,0.5
O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(C(F)(F)F)cc1,CHEMBL1917103,nM,2990.0,uM,2.99
CC(=O)c1c(O)cc(O)c(C/C=C(\C)CCC=C(C)C)c1O,CHEMBL1242095,nM,400.0,uM,0.4
O=C(NS(=O)(=O)c1ccccc1)c1cccnc1,CHEMBL1916947,nM,15800.0,uM,15.8
O=C(NS(=O)(=O)c1ccc(F)cc1)c1cccnc1,CHEMBL1916948,nM,11700.0,uM,11.7
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cccnc1,CHEMBL1916949,nM,6600.0,uM,6.6
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cccnc1,CHEMBL1916950,nM,4900.0,uM,4.9
Cc1ccc(S(=O)(=O)NC(=O)c2cccnc2)cc1,CHEMBL1916951,nM,18200.0,uM,18.2
O=C(NS(=O)(=O)c1ccccc1)c1cncc(C(=O)NS(=O)(=O)c2ccccc2)c1,CHEMBL1916952,nM,7900.0,uM,7.9
O=C(NS(=O)(=O)c1ccc(F)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(F)cc2)c1,CHEMBL1916953,nM,5600.0,uM,5.6
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1,CHEMBL1916954,nM,3400.0,uM,3.4
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)c1,CHEMBL1916955,nM,2800.0,uM,2.8
Cc1ccc(S(=O)(=O)NC(=O)c2cncc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2)cc1,CHEMBL1916956,nM,8500.0,uM,8.5
O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccncc1,CHEMBL1916957,nM,12100.0,uM,12.1
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccncc1,CHEMBL1916958,nM,12600.0,uM,12.6
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccncc1,CHEMBL1916959,nM,7800.0,uM,7.8
Cc1ccc(S(=O)(=O)NC(=O)c2ccncc2)cc1,CHEMBL1916960,nM,19400.0,uM,19.4
O=C(NS(=O)(=O)c1ccccc1)c1ccccn1,CHEMBL1916961,nM,8800.0,uM,8.8
O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccccn1,CHEMBL1916962,nM,6300.0,uM,6.3
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccccn1,CHEMBL1916963,nM,6000.0,uM,6.0
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccccn1,CHEMBL1916964,nM,3600.0,uM,3.6
Cc1ccc(S(=O)(=O)NC(=O)c2ccccn2)cc1,CHEMBL1916965,nM,8000.0,uM,8.0
O=C(NS(=O)(=O)c1ccccc1)c1cccc(C(=O)NS(=O)(=O)c2ccccc2)n1,CHEMBL1916966,nM,3700.0,uM,3.7
O=C(NS(=O)(=O)c1ccc(F)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(F)cc2)n1,CHEMBL1916967,nM,2600.0,uM,2.6
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)n1,CHEMBL1916968,nM,1900.0,uM,1.9
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)n1,CHEMBL1916969,nM,800.0,uM,0.8
Cc1ccc(S(=O)(=O)NC(=O)c2cccc(C(=O)NS(=O)(=O)c3ccc(C)cc3)n2)cc1,CHEMBL1916970,nM,5600.0,uM,5.6
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,120.0,uM,0.12
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,100.0,uM,0.1
Cc1c(CC(=O)OCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,CHEMBL1939670,nM,3200.0,uM,3.2
Cc1c(CC(=O)OCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,CHEMBL1939680,nM,1700.0,uM,1.7
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,540.0,uM,0.54
O=C(O)/C=C/C12C=C(O)C(=O)C=C1C(=O)C1=Cc3cc(O)c(O)cc3O[C@@H](c3ccc(O)c(O)c3)[C@@H]12,CHEMBL1939434,nM,9800.0,uM,9.8
O=C(O)/C=C/c1ccc2c(c1)O[C@H](c1cc(O)cc(O)c1)[C@H](C(=O)O)O2,CHEMBL1939435,nM,7500.0,uM,7.5
O=C(O)/C=C/c1ccc2c(c1)O[C@@H](C(=O)O)[C@@H](c1cc(O)cc(O)c1)O2,CHEMBL1939436,nM,25600.0,uM,25.6
O=C(O)/C=C/c1ccc2c(c1)O[C@@H](C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2,CHEMBL1939437,nM,52600.0,uM,52.6
O=C1O[C@@H](c2ccc(O)c(O)c2)[C@H](C(=O)O)/C1=C\c1ccc(O)c(O)c1,CHEMBL1939438,nM,42600.0,uM,42.6
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,200.0,uM,0.2
CC(C)(C)OC1Oc2ccccc2-c2nc(NN)ncc21,CHEMBL1938840,nM,60.0,nM,60.0
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,CHEMBL175,nM,730.0,uM,0.73
CC(C)Cc1ccc([C@H](CF)C(=O)O)cc1,CHEMBL1945285,nM,530.0,uM,0.53
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,18000.0,uM,18.0
Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccc(Cl)cc1,CHEMBL1241992,nM,39000.0,uM,39.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,20000.0,uM,20.0
Cc1ccnc(C(=O)c2[nH]c3cc(F)ccc3c2CC(=O)O)c1,CHEMBL1950009,nM,9.81,uM,0.00981
COc1ccc2c(CC(=O)O)c(C(=O)c3cc(C)ccn3)[nH]c2c1,CHEMBL1950010,nM,128.0,uM,0.128
CCc1ccc2c(CC(=O)O)c(C(=O)c3cc(C)ccn3)[nH]c2c1,CHEMBL1950011,nM,414.0,uM,0.414
Cc1ccnc(C(=O)c2[nH]c3ccc(C(C)(C)C)cc3c2CC(=O)O)c1,CHEMBL1950012,nM,41.5,uM,0.0415
CCc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1,CHEMBL1950013,nM,15.7,uM,0.0157
Cc1ccnc(C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O)c1,CHEMBL1950014,nM,39.6,uM,0.0396
CCc1ccnc(C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O)c1,CHEMBL1950015,nM,421.0,uM,0.421
Cc1ccnc(C(=O)c2[nH]c3cc(Cl)c(F)cc3c2CC(=O)O)c1,CHEMBL1950016,nM,6.77,uM,0.00677
Cc1ccnc(C(=O)c2[nH]c3ccc(F)cc3c2CC(=O)O)c1,CHEMBL1950017,nM,5.68,uM,0.00568
COc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1,CHEMBL1950018,nM,128.0,uM,0.128
CCc1cc(C(=O)c2[nH]c3cc(Cl)ccc3c2CC(=O)O)ncc1Cl,CHEMBL1950019,nM,30.7,uM,0.0307
O=C(O)Cc1c(C(=O)c2cc3c(cn2)CCCC3)[nH]c2cc(Cl)ccc12,CHEMBL1950020,nM,19.2,uM,0.0192
CCOc1cnc(C(=O)c2[nH]c3cc(Cl)ccc3c2CC(=O)O)cc1CC,CHEMBL1950021,nM,598.0,uM,0.598
Cc1ccnc(C(=O)c2[nH]c3cc(F)ccc3c2CC(=O)O)c1,CHEMBL1950009,nM,155.0,uM,0.155
COc1ccc2c(CC(=O)O)c(C(=O)c3cc(C)ccn3)[nH]c2c1,CHEMBL1950010,nM,1900.0,uM,1.9
CCc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1,CHEMBL1950013,nM,1600.0,uM,1.6
Cc1ccnc(C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O)c1,CHEMBL1950014,nM,1900.0,uM,1.9
CCc1ccnc(C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O)c1,CHEMBL1950015,nM,5700.0,uM,5.7
Cc1ccnc(C(=O)c2[nH]c3cc(Cl)c(F)cc3c2CC(=O)O)c1,CHEMBL1950016,nM,100.0,uM,0.1
Cc1ccnc(C(=O)c2[nH]c3ccc(F)cc3c2CC(=O)O)c1,CHEMBL1950017,nM,150.0,uM,0.15
COc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1,CHEMBL1950018,nM,2200.0,uM,2.2
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,40.0,uM,0.04
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O,CHEMBL1957450,nM,21000.0,uM,21.0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O,CHEMBL1957451,nM,700000.0,uM,700.0
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O,CHEMBL1957452,nM,450000.0,uM,450.0
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CHEMBL1957453,nM,350000.0,uM,350.0
CSCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CHEMBL1957455,nM,500000.0,uM,500.0
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O,CHEMBL1957456,nM,450000.0,uM,450.0
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,CHEMBL1957568,nM,13000.0,uM,13.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,CHEMBL1957569,nM,85000.0,uM,85.0
O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,CHEMBL1957567,nM,180000.0,uM,180.0
O=C(N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,CHEMBL1955883,nM,15000.0,uM,15.0
O=C(O)C[C@H](NC(=O)[C@H](CS)NC(=O)c1ccc(F)cc1)C(=O)O,CHEMBL1957571,nM,14000.0,uM,14.0
O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,CHEMBL1957572,nM,140000.0,uM,140.0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,CHEMBL1957573,nM,200000.0,uM,200.0
O=C(O)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(F)cc1)C(=O)O,CHEMBL1957574,nM,110000.0,uM,110.0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O,CHEMBL1957450,nM,15.0,nM,15.0
Fc1ccc(/N=C/c2c[nH]c3ccccc23)cc1,CHEMBL1957877,nM,17200.0,uM,17.2
Cc1ccc(/N=C/c2c[nH]c3ccccc23)cc1,CHEMBL1957878,nM,30400.0,uM,30.4
FC(F)(F)c1ccc(/N=C/c2c[nH]c3ccccc23)cc1,CHEMBL1957879,nM,11600.0,uM,11.6
Fc1ccc(/N=C/c2cn(Cc3ccccc3)c3ccccc23)cc1,CHEMBL1957880,nM,710.0,uM,0.71
Cc1ccc(/N=C/c2cn(Cc3ccccc3)c3ccccc23)cc1,CHEMBL1957881,nM,17500.0,uM,17.5
FC(F)(F)c1ccc(/N=C/c2cn(Cc3ccccc3)c3ccccc23)cc1,CHEMBL1957882,nM,840.0,uM,0.84
O=C(c1ccccc1)n1cc(/C=N/c2ccc(F)cc2)c2ccccc21,CHEMBL1957883,nM,430.0,uM,0.43
Cc1ccc(/N=C/c2cn(C(=O)c3ccccc3)c3ccccc23)cc1,CHEMBL1957884,nM,12400.0,uM,12.4
O=C(c1ccccc1)n1cc(/C=N/c2ccc(C(F)(F)F)cc2)c2ccccc21,CHEMBL1957885,nM,320.0,uM,0.32
O=C(c1ccccc1)n1cc(/C=N/c2ccc(Cl)cc2)c2ccccc21,CHEMBL1957886,nM,6530.0,uM,6.53
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,6900.0,uM,6.9
CC(=O)Oc1ccccc1C(=O)O,CHEMBL25,nM,2400.0,uM,2.4
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,70.0,uM,0.07
CC(=O)Oc1ccccc1C(=O)Oc1ccc(CCO)cc1,CHEMBL1958348,nM,380.0,uM,0.38
CC(C)Cc1ccc(C(C)C(=O)Oc2ccc(CCO)cc2)cc1,CHEMBL1958349,nM,0.2,uM,0.0002
COc1ccc2c(c1)c(CC(=O)Oc1ccc(CCO)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL1958350,nM,4600.0,uM,4.6
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,5700.0,uM,5.7
CC(C)Cc1ccc(C(C)C(=O)O)cc1,CHEMBL521,nM,1100.0,uM,1.1
CC(=O)Oc1ccccc1C(=O)O,CHEMBL25,nM,2400.0,uM,2.4
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,60.0,uM,0.06
NS(=O)(=O)c1ccc(-n2nnnc2-c2ccccc2)cc1,CHEMBL1956381,nM,15000.0,uM,15.0
NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(F)cc2)cc1,CHEMBL1956384,nM,56000.0,uM,56.0
NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(Cl)cc2)cc1,CHEMBL1956385,nM,62000.0,uM,62.0
CN(C)c1ccc(-c2nnnn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL1956388,nM,7000.0,uM,7.0
CS(=O)(=O)c1ccc(-n2nnnc2-c2ccccc2)cc1,CHEMBL1956389,nM,30000.0,uM,30.0
Cc1ccc(-c2nnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL1956390,nM,87000.0,uM,87.0
CS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(F)cc2)cc1,CHEMBL1956392,nM,15000.0,uM,15.0
CS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(Cl)cc2)cc1,CHEMBL1956393,nM,32000.0,uM,32.0
CS(=O)(=O)c1ccc(-n2nnnc2-c2ccc([N+](=O)[O-])cc2)cc1,CHEMBL1956395,nM,69000.0,uM,69.0
CN(C)c1ccc(-c2nnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL1956396,nM,6000.0,uM,6.0
O=C(/C=C/c1ccc(O)c(O)c1)NCCc1c[nH]c2ccc(O)cc12,CHEMBL559089,nM,42500.0,uM,42.5
O=C(O)/C=C/c1ccc(O)c(O)c1,CHEMBL145,nM,129700.0,uM,129.7
COc1cc(/C=C/C(=O)O)cc(OC)c1O,CHEMBL109341,nM,28000.0,uM,28.0
CC(=O)Oc1ccccc1C(=O)O,CHEMBL25,nM,1413300.0,uM,1413.3
CNc1nnc(Cn2nc(Cc3ccccc3)c3onc(C)c3c2=O)s1,CHEMBL2018563,nM,21300.0,uM,21.3
Cc1noc2c(Cc3ccccc3)nn(Cc3nnc(Nc4ccccc4)s3)c(=O)c12,CHEMBL2016598,nM,10900.0,uM,10.9
CNc1nnc(Cn2nc(Cc3ccc([N+](=O)[O-])cc3)c3onc(C)c3c2=O)s1,CHEMBL2018565,nM,6000.0,uM,6.0
CCNc1nnc(Cn2nc(Cc3ccc([N+](=O)[O-])cc3)c3onc(C)c3c2=O)s1,CHEMBL2018566,nM,39600.0,uM,39.6
CNc1nnc(Cn2nc(Cc3ccc(OC)cc3)c3onc(C)c3c2=O)s1,CHEMBL2018568,nM,14700.0,uM,14.7
Cc1noc2c(Cc3ccccc3)nn(Cc3n[nH]c(=S)n3C)c(=O)c12,CHEMBL2018667,nM,5500.0,uM,5.5
CCn1c(Cn2nc(Cc3ccccc3)c3onc(C)c3c2=O)n[nH]c1=S,CHEMBL2018668,nM,6100.0,uM,6.1
Cc1noc2c(Cc3ccc([N+](=O)[O-])cc3)nn(Cc3n[nH]c(=S)n3C)c(=O)c12,CHEMBL2018670,nM,4600.0,uM,4.6
CCn1c(Cn2nc(Cc3ccc([N+](=O)[O-])cc3)c3onc(C)c3c2=O)n[nH]c1=S,CHEMBL2018671,nM,9200.0,uM,9.2
COc1ccc(Cc2nn(Cc3n[nH]c(=S)n3C)c(=O)c3c(C)noc23)cc1,CHEMBL2018673,nM,2100.0,uM,2.1
CCn1c(Cn2nc(Cc3ccc(OC)cc3)c3onc(C)c3c2=O)n[nH]c1=S,CHEMBL2018674,nM,2200.0,uM,2.2
COc1ccc(Cc2nn(Cc3n[nH]c(=S)n3-c3ccccc3)c(=O)c3c(C)noc23)cc1,CHEMBL2018675,nM,10800.0,uM,10.8
CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,CHEMBL42485,nM,40.0,uM,0.04
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL23588,nM,20.0,uM,0.02
O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])cc2)c1,CHEMBL1682200,nM,740.0,uM,0.74
COc1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,CHEMBL2023862,nM,910.0,uM,0.91
COc1cccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)c1,CHEMBL2023861,nM,920.0,uM,0.92
COc1ccccc1-c1csc(Nc2ccc3c(c2)OCO3)n1,CHEMBL2023860,nM,930.0,uM,0.93
Clc1ccccc1-c1csc(Nc2ccc3c(c2)OCO3)n1,CHEMBL2023859,nM,910.0,uM,0.91
c1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,CHEMBL1894768,nM,410.0,uM,0.41
COc1ccc(-c2csc(Nc3ccc(C)cc3)n2)cc1,CHEMBL2023858,nM,810.0,uM,0.81
COc1ccc(Nc2nc(-c3ccc(OC)cc3)cs2)cc1,CHEMBL1622194,nM,1370.0,uM,1.37
COc1ccc(Nc2nc(-c3ccc(C)c(C)c3)cs2)cc1,CHEMBL2023857,nM,1200.0,uM,1.2
CN(c1ccc(O)cc1)c1nc(-c2ccc(Cl)cc2)cs1,CHEMBL2023850,nM,1080.0,uM,1.08
COc1cccc(Nc2nc(-c3ccc(Cl)cc3)cs2)c1,CHEMBL2023848,nM,1390.0,uM,1.39
Clc1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,CHEMBL2023847,nM,840.0,uM,0.84
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,30.0,uM,0.03
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)[nH]c3ccccc23)cc1,CHEMBL499068,nM,6.0,nmol,6.0
CS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(F)cc2)cc1,CHEMBL501208,nM,20.0,nmol,20.0
COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)[nH]c3ccccc23)cc1,CHEMBL499069,nM,20.0,nmol,20.0
CS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(F)cc2)cc1,CHEMBL501208,nM,1200.0,uM,1.2
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,60.0,uM,0.06
CC(C)Cc1ccc(C(C)C(=O)O)cc1,CHEMBL521,nM,1350.0,uM,1.35
NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,CHEMBL1201124,nM,120.0,uM,0.12
NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,CHEMBL1201124,nM,60500.0,uM,60.5
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,CHEMBL139,nM,5.0,nM,5.0
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,CHEMBL23588,nM,16.0,uM,0.016
O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])cc2)c1,CHEMBL1682200,nM,740.0,uM,0.74
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,500.0,uM,0.5
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,140.0,uM,0.14
CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,CHEMBL18797,nM,140.0,nM,140.0
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CHEMBL122,nM,340.0,uM,0.34
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,40.0,nM,40.0
COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,CHEMBL26915,nM,6300.0,uM,6.3
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,750.0,uM,0.75
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,54.0,nM,54.0
O=C1c2ccccc2-n2c1nc1ccccc1c2=O,CHEMBL306946,nM,64.0,nM,64.0
CC(C(=O)O)c1ccc(N[C@H]2CCC[C@@H]2O)cc1F,CHEMBL2063728,nM,14000.0,uM,14.0
CC(C(=O)O)c1ccc(NC2CCCC2)cc1F,CHEMBL2063730,nM,21300.0,uM,21.3
CC(C(=O)O)c1ccc(OC2CCCC2=O)cc1F,CHEMBL2063732,nM,24100.0,uM,24.1
CC(C(=O)O)c1ccc(OC2CCCC2)cc1F,CHEMBL2063734,nM,26300.0,uM,26.3
CC(C(=O)O)c1ccc(Cc2ccco2)cc1F,CHEMBL2063852,nM,4100.0,uM,4.1
CC(C(=O)O)c1ccc(Cc2cccs2)cc1F,CHEMBL2063853,nM,13000.0,uM,13.0
CC(C(=O)O)c1ccc(Cc2ccoc2)cc1F,CHEMBL2063854,nM,4000.0,uM,4.0
CC(C(=O)O)c1ccc(Cc2ccsc2)cc1F,CHEMBL2063855,nM,8300.0,uM,8.3
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccccc2)cc1,CHEMBL2087935,nM,78200.0,uM,78.2
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,CHEMBL2087936,nM,45500.0,uM,45.5
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(F)cc2)cc1,CHEMBL2087937,nM,63000.0,uM,63.0
Cc1ccc(C2SCC(=O)N2Nc2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL2087938,nM,24500.0,uM,24.5
NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL2087939,nM,51800.0,uM,51.8
CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccccc2)cc1,CHEMBL2087940,nM,20000.0,uM,20.0
CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,CHEMBL2087941,nM,121700.0,uM,121.7
CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(F)cc2)cc1,CHEMBL2087942,nM,45400.0,uM,45.4
Cc1ccc(C2SCC(=O)N2Nc2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL2087943,nM,14400.0,uM,14.4
CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL2087944,nM,37800.0,uM,37.8
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,CHEMBL7162,nM,1000.0,uM,1.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,18300.0,uM,18.3
CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,CHEMBL2146750,nM,27000.0,uM,27.0
Cc1c(Cl)cccc1NC(=O)C(C)Oc1cc(=O)oc2ccccc12,CHEMBL2158356,nM,74910.0,uM,74.91
CC(Oc1cc(=O)oc2ccccc12)C(=O)NCc1ccccc1,CHEMBL2158357,nM,13190.0,uM,13.19
CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(F)cc1F,CHEMBL2158358,nM,16830.0,uM,16.83
COc1ccc(NC(=O)C(C)Oc2cc(=O)oc3ccccc23)cc1,CHEMBL2158359,nM,38710.0,uM,38.71
CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(C(F)(F)F)cc1C#N,CHEMBL2158360,nM,50250.0,uM,50.25
CC(Oc1cc(=O)oc2ccccc12)C(=O)N1CCCC1,CHEMBL2158361,nM,0.0,uM,0.0
CC(Oc1cc(=O)oc2ccccc12)C(=O)N1CCOCC1,CHEMBL2158362,nM,69940.0,uM,69.94
COC(=O)C(CC(C)C)NC(=O)C(C)Oc1cc(=O)oc2ccccc12,CHEMBL2158363,nM,8250.0,uM,8.25
CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1cccc2c(=O)[nH]ccc12,CHEMBL2158364,nM,1020.0,uM,1.02
CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(N2CCOCC2=O)cc1,CHEMBL2158006,nM,12640.0,uM,12.64
CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccncc1,CHEMBL2158365,nM,52390.0,uM,52.39
